Name,COUNT,500 %,520 %,521 %,400 %
WebTransaction/RestWebService/v1.1/customer/get (GET),757701,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v1.1/transaction/add (POST),415866,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v1.1/customer/coupons (GET),102546,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v1.1/customer/add (POST),52992,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/customers/{id}/trackers (GET),52307,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v1.1/customer/transactions (GET),48195,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v1.1/customer/update_identity (POST),37762,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/customers/lookup (GET),34374,0.0,0.008727526618956188,0.0,0.0
WebTransaction/RestWebService/v2/customers/{id} (GET),32099,0.0,0.5358422380759525,0.0,0.0
WebTransaction/RestWebService/v2/transactions/bulk (POST),27273,0.007333260000733325,0.0,0.010999890001099988,0.0
WebTransaction/RestWebService/v2/customers/{id}/customerDetails (GET),19672,0.0,1.1183407889385928,0.0,0.0
WebTransaction/RestWebService/v1.1/customer/update (POST),17629,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/customers/search (GET),6309,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/customers/coupons (GET),6014,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v1.1/customer/preferences (GET),5117,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v1.1/customer/interaction (GET),5073,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/customers/{id} (PUT),4831,0.0,0.020699648105982196,0.062098944317946596,0.0
WebTransaction/RestWebService/v1.1/transaction/add_with_local_currency (POST),4780,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/customers/{id}/subscriptions (POST),2860,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/customers/{id}/loyaltyDetails (GET),2517,0.15891934843067143,0.23837902264600713,0.0,0.0
WebTransaction/RestWebService/v2/customers/{id}/subscriptions (GET),1796,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v1.1/customer/subscriptions (GET),1062,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v1.1/customer/transactions/get (GET),986,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/customers (POST),167,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v1.1/customer/coupons/get (GET),65,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/customers/{id}/changeIdentifier (POST),19,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/transactions (POST),11,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/customers/{id}/pointsTransfers (GET),10,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/customers/{id}/changeLabels (POST),5,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/customers/userdetails/{id} (GET),2,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/customers/{id}/labels (GET),1,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v2/customers/{id}/coupons (GET),1,0.0,0.0,0.0,0.0
