Name,COUNT,500 %,520 %,521 %,400 %
WebTransaction/RestWebService/v1.1/customer/get (GET),759918,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v1.1/transaction/add (POST),441135,0.0,0.0,0.0,0.0
WebTransaction/RestWebService/v1.1/customer/add (POST),58851,0.0,0.0,0.0,0.0
